id,category,left_gt,right_gt,left_dimensions,right_dimensions,image_bytes_equal
UN19wb_1120_em_1179,identical,a = 3 ( 4 + \sqrt { 1 0 } ) / ( 5 + 1 4 \sqrt { 1 0 } ),a = 3 ( 4 + \sqrt { 1 0 } ) / ( 5 + 1 4 \sqrt { 1 0 } ),513x76,640x87,false
UN19wb_1120_em_1180,identical,X = \frac { 1 } { \sqrt { 2 } } ( x ^ { 1 } + i x ^ { 2 } ),X = \frac { 1 } { \sqrt { 2 } } ( x ^ { 1 } + i x ^ { 2 } ),344x80,472x100,false
UN19wb_1120_em_1181,identical,x ^ { 3 } - x ^ { 7 },x ^ { 3 } - x ^ { 7 },193x69,260x85,false
UN19wb_1120_em_1182,identical,y _ { - 1 } ^ { 2 } + y _ { 0 } ^ { 2 } = 1 + y _ { 1 } ^ { 2 } + y _ { 2 } ^ { 2 } + y _ { 3 } ^ { 2 } + y _ { 4 } ^ { 2 },y _ { - 1 } ^ { 2 } + y _ { 0 } ^ { 2 } = 1 + y _ { 1 } ^ { 2 } + y _ { 2 } ^ { 2 } + y _ { 3 } ^ { 2 } + y _ { 4 } ^ { 2 },521x106,790x147,false
UN19wb_1120_em_1183,identical,- \frac { 1 } { \sqrt { 3 } },- \frac { 1 } { \sqrt { 3 } },120x96,157x124,false
UN19wb_1120_em_1184,identical,P = \int d z \sqrt { G _ { i j } d \phi ^ { i } / d z d \phi ^ { j } / d z },P = \int d z \sqrt { G _ { i j } d \phi ^ { i } / d z d \phi ^ { j } / d z },499x116,467x109,false
UN19wb_1121_em_1185,identical,V = a ^ { n } \int d ^ { n } x \sqrt { g },V = a ^ { n } \int d ^ { n } x \sqrt { g },318x108,262x91,false
UN19wb_1121_em_1186,identical,"\sin x _ { i } , \cos x _ { i }","\sin x _ { i } , \cos x _ { i }",361x91,281x74,false
UN19wb_1121_em_1187,only_limits,\int _ { 0 } ^ { \infty } d x x ^ { n } e ^ { - x } = n !,\int \limits _ { 0 } ^ { \infty } d x x ^ { n } e ^ { - x } = n !,321x133,326x135,false
UN19wb_1121_em_1188,identical,z = \int d y a ^ { - 1 } ( y ),z = \int d y a ^ { - 1 } ( y ),266x84,257x81,false
UN19wb_1121_em_1189,residual,- 4 ( \gamma + \log 4 ) + b + \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } },- 4 ( \gamma + \log 4 ) + b + \frac { 4 B \pi ^ { 2 } \sqrt { 1 - x } } { \sqrt { 1 + 3 x } },437x90,631x120,false
UN19wb_1121_em_1190,identical,n \geq 9,n \geq 9,118x60,151x72,false
UN19wb_1121_em_1191,identical,"( x , y ) = M ( \cos ( \alpha ) , \sin ( \alpha ) )","( x , y ) = M ( \cos ( \alpha ) , \sin ( \alpha ) )",445x85,445x84,false
UN19wb_1121_em_1192,only_limits,\sum _ { a = 1 } ^ { 4 } C _ { a } = 2 B + 4 F,\sum \limits _ { a = 1 } ^ { 4 } C _ { a } = 2 B + 4 F,241x95,350x129,false
UN19wb_1121_em_1193,identical,a p = \sin ( a E ) v,a p = \sin ( a E ) v,251x74,314x86,false
UN19wb_1121_em_1194,identical,\frac { 1 4 9 } { 8 4 },\frac { 1 4 9 } { 8 4 },95x91,126x120,false
UN19wb_1121_em_1195,identical,\beta R R,\beta R R,110x74,105x71,false
UN19wb_1121_em_1196,identical,8 \times 8,8 \times 8,116x67,107x62,false
UN19wb_1121_em_1197,identical,\tan ( 2 a ) = ( f _ { x y } / f _ { x x } ),\tan ( 2 a ) = ( f _ { x y } / f _ { x x } ),372x91,367x89,false
UN19wb_1121_em_1198,identical,\frac { 2 \pi } { 3 } - \frac { 4 \pi } { 9 } = \frac { 2 \pi } { 9 },\frac { 2 \pi } { 3 } - \frac { 4 \pi } { 9 } = \frac { 2 \pi } { 9 },277x93,410x127,false
UN19wb_1121_em_1199,identical,1 . 0 7 3 7 + 1 . 2 2 2 7,1 . 0 7 3 7 + 1 . 2 2 2 7,278x58,321x62,false
